,cluster,text,intent,norm_text,cluster_size,norm_word_lst
449,7,b'alert my bank of my travel to dubai for the dates april 14th through april 22nd',b'travel_notification',b'alert bank travel dubai dates april 14th april 22nd',43,bank * account
450,7,b'i need you to make my bank aware that i will be visiting taiwan from the 22nd of february until the 3rd of march',b'travel_notification',b'need bank aware visiting taiwan 22nd february 3rd march',43,bank * account
451,7,b'freeze my account for me',b'freeze_account',b'freeze account ',43,bank * account
452,7,b'i would like to change the name on my first hawaiian bank account',b'pin_change',b'like change hawaiian bank account',43,bank * account
453,7,"b'from sunday to wednesday , i will be in oakland , so should i call my bank to let them know'",b'travel_notification',b'sunday wednesday  oakland  bank let know',43,bank * account
454,7,b'block my american saving bank for now',b'freeze_account',b'block american saving bank ',43,bank * account
455,7,b'can you freeze my bank account',b'freeze_account',b'freeze bank account',43,bank * account
456,7,b'please stop my account',b'freeze_account',b'stop account',43,bank * account
457,7,"b""please tell my bank i 'll be in anchorage this week""",b'travel_notification',b'tell bank ll anchorage week',43,bank * account
458,7,b'call my bank and ask them why my account is frozen',b'account_blocked',b'bank ask account frozen',43,bank * account
459,7,b'put a block on bank of amerian immediately',b'freeze_account',b'block bank amerian immediately',43,bank * account
460,7,b'i will be traveling to lima alert my bank',b'travel_notification',b'traveling lima alert bank',43,bank * account
461,7,"b""inform my bank i'm seeing italy""",b'travel_notification',b'inform bank im seeing italy',43,bank * account
462,7,b'could you please put a stop on my bank account',b'freeze_account',b'stop bank account',43,bank * account
463,7,b'check to see why us bank placed a hold on my account',b'account_blocked',b'check bank placed hold account',43,bank * account
464,7,b'would you be able to freeze my bank account',b'freeze_account',b'able freeze bank account',43,bank * account
465,7,b'block my bank of america immdediately',b'freeze_account',b'block bank america immdediately',43,bank * account
466,7,b'i would like to change the name on my checking account',b'pin_change',b'like change checking account',43,bank * account
467,97,b'what does post rush hour traffic generally look like heading into the lincoln tunnel in manhattan from new jersey',b'traffic',b'post rush hour traffic generally look like heading lincoln tunnel manhattan new jersey',12,traffic * new
468,97,b'is there traffic expected',b'traffic',b'traffic expected',12,traffic * new
469,97,b'how is traffic nearest the ben franklin bridge philadelphia heading to the new jersey turnpike',b'traffic',b'traffic nearest ben franklin bridge philadelphia heading new jersey turnpike',12,traffic * new
470,97,b'is there traffic on i 95 north to new york from philadelphia',b'traffic',b'traffic 95 north new york philadelphia',12,traffic * new
471,97,b'can you tell me the traffic situation from philadelphia to the new jersey turnpike',b'traffic',b'tell traffic situation philadelphia new jersey turnpike',12,traffic * new
472,97,"b'what kind of traffic can i expect driving to newark , new jersey on i 95 from philadelphia at noon'",b'traffic',b'kind traffic expect driving newark  new jersey 95 philadelphia noon',12,traffic * new
473,97,"b'what traffic can i expect on the way to the newark , new jersey from philadelphia'",b'traffic',b'traffic expect way newark  new jersey philadelphia',12,traffic * new
474,97,"b'can you tell me what the traffic is usually like at 7 00 pm from philadelphia to ocean city , new jersey'",b'traffic',b'tell traffic usually like 7 00 pm philadelphia ocean city  new jersey',12,traffic * new
475,97,"b'how is the traffic normally driving into downtown washington , dc , from baltimore at 4 00 pm'",b'traffic',b'traffic normally driving downtown washington  dc  baltimore 4 00 pm',12,traffic * new
476,97,"b'on my way to work , is there traffic'",b'traffic',b'way work  traffic',12,traffic * new
477,97,b'is traffic good or bad at 9 00 on the way to detroit',b'traffic',b'traffic good bad 9 00 way detroit',12,traffic * new
478,97,b'how is the traffic at 9 00 on the way to detroit',b'traffic',b'traffic 9 00 way detroit',12,traffic * new
479,37,"b'yes , that is factual'",b'yes',b'yes  factual',10,yes * 
480,37,"b""that 's correct""",b'yes',b's correct',10,yes * 
481,37,b'my answer to your question is yes',b'yes',b'answer question yes',10,yes * 
482,37,b'i agree',b'yes',b'agree',10,yes * 
483,37,b'yup',b'yes',b'yup',10,yes * 
484,37,b'affirmative',b'yes',b'affirmative',10,yes * 
485,37,"b'yes , ai , that is correct'",b'yes',b'yes  ai  correct',10,yes * 
486,37,"b""you 're right""",b'yes',b'right',10,yes * 
487,37,b'definitely',b'yes',b'definitely',10,yes * 
488,37,b'absolutely',b'yes',b'absolutely',10,yes * 
489,56,b'i want to know how many vacation days i have used',b'pto_used',b'want know vacation days ',43, * vacation
490,56,b'how many vacation days i have used',b'pto_used',b'vacation days ',43, * vacation
491,56,b'i need to know how many days i toof off',b'pto_used',b'need know days toof ',43, * vacation
492,56,b'how many holidays are there and when is the next one here',b'next_holiday',b'holidays ',43, * vacation
493,56,b'was there any progress on my vacation request',b'pto_request_status',b'progress vacation request',43, * vacation
494,56,b'what is the year to date total on my vacation days',b'pto_balance',b'year date total vacation days',43, * vacation
495,56,b'what is the day off request status as of now',b'pto_request_status',b'day request status ',43, * vacation
496,56,b'i got to know how long until the next day off',b'next_holiday',b'got know long day ',43, * vacation
497,56,b'what are the amount of vacation days i have',b'pto_balance',b'vacation days ',43, * vacation
498,56,b'did the manager approve my vacation yet',b'pto_request_status',b'manager approve vacation ',43, * vacation
499,56,b'find the next holiday',b'next_holiday',b'find holiday',43, * vacation
500,56,"b""what 's the wait period until the next day off""",b'next_holiday',b's wait period day ',43, * vacation
501,56,"b""please let me know how many days i 've taken off""",b'pto_used',b'let know days ve taken ',43, * vacation
502,56,b'i want to know how many days off i have utilized until now',b'pto_used',b'want know days utilized ',43, * vacation
503,56,b'am i okay to take those vacation days',b'pto_request_status',b'okay vacation days',43, * vacation
504,56,b'i would like to know the next holiday',b'next_holiday',b'like know holiday',43, * vacation
505,56,"b""when 's the next day off""",b'next_holiday',b's day ',43, * vacation
506,56,b'how long before the next holiday here',b'next_holiday',b'long holiday ',43, * vacation
507,56,b'i wish to know the next holiday',b'next_holiday',b'wish know holiday',43, * vacation
508,56,b'how long do i have to wait to get a day off',b'next_holiday',b'long wait day ',43, * vacation
509,56,b'what number of days do i have for vacation',b'pto_balance',b'number days vacation',43, * vacation
510,56,b'what day am i on on vacation and how much do i got left',b'pto_balance',b'day vacation got left',43, * vacation
511,56,b'how many days off have i taken so far this year',b'pto_used',b'days taken far year',43, * vacation
512,56,b'i need to know how long until the next day off',b'next_holiday',b'need know long day ',43, * vacation
513,56,b'when is the soonest holiday',b'next_holiday',b'soonest holiday',43, * vacation
514,56,b'i want to know how many days off are listed on my time off sheet that i have taken this year',b'pto_used',b'want know days listed time sheet taken year',43, * vacation
515,56,b'when will our next day off be',b'next_holiday',b'day ',43, * vacation
516,56,b'tell me the next holiday',b'next_holiday',b'tell holiday',43, * vacation
517,56,b'i want to know the status of my vacation request',b'pto_request_status',b'want know status vacation request',43, * vacation
518,56,"b""what 's the number of vacation days i have left""",b'pto_balance',b's number vacation days left',43, * vacation
519,56,b'is our next day off soon',b'next_holiday',b'day soon',43, * vacation
520,56,b'how much vacation time have i earned',b'pto_balance',b'vacation time earned',43, * vacation
521,56,b'let me know how long until the next day off',b'next_holiday',b'let know long day ',43, * vacation
522,56,b'what is the balance on my vacation days',b'pto_balance',b'balance vacation days',43, * vacation
523,56,b'how many days of vacation are left now',b'pto_balance',b'days vacation left ',43, * vacation
524,56,b'tell me how many days off you see that i have taken so far this year please',b'pto_used',b'tell days taken far year ',43, * vacation
525,56,b'will i get my time off approved',b'pto_request_status',b'time approved',43, * vacation
526,56,b'can you let me know if my vacation was approved',b'pto_request_status',b'let know vacation approved',43, * vacation
527,56,b'so how many days did i take off',b'pto_used',b'days ',43, * vacation
528,56,b'how many weeks of vacation time have i earned',b'pto_balance',b'weeks vacation time earned',43, * vacation
529,56,b'on what day is our next free day',b'next_holiday',b'day free day',43, * vacation
530,56,b'how many days are remaining on my vacation days',b'pto_balance',b'days remaining vacation days',43, * vacation
531,56,b'how much vacation time do i have',b'pto_balance',b'vacation time ',43, * vacation
532,83,b'can i start calling you fred',b'change_ai_name',b'start calling fred',30, * start
533,83,"b'can you call me a different name , please'",b'change_user_name',b'different ',30, * start
534,83,"b'ai , call me deb'",b'change_user_name',b'ai  deb',30, * start
535,83,b'can we change your name to clara',b'change_ai_name',b'change clara',30, * start
536,83,b'i want you to call me bailey',b'change_user_name',b'want bailey',30, * start
537,83,b'i want to start calling you owen',b'change_ai_name',b'want start calling owen',30, * start
538,83,b'i want to rename you joe',b'change_ai_name',b'want rename joe',30, * start
539,83,b'call my name',b'user_name',b'',30, * start
540,83,"b'ai , my name is deb please use my name when you talk to me'",b'change_user_name',b'ai  deb use talk ',30, * start
541,83,b'my name',b'user_name',b'',30, * start
542,83,b'please call me bailey',b'change_user_name',b'bailey',30, * start
543,83,b'call me mike from now on',b'change_user_name',b'mike ',30, * start
544,83,"b'your new name is joe , okay'",b'change_ai_name',b'new joe  okay',30, * start
545,83,"b""i'm changing your name to joe""",b'change_ai_name',b'im changing joe',30, * start
546,83,b'change my name please',b'change_user_name',b'change ',30, * start
547,83,"b""i 'd like to start calling you buddy""",b'change_ai_name',b'd like start calling buddy',30, * start
548,83,b'you are going to be called joe now',b'change_ai_name',b'going called joe ',30, * start
549,83,b'start calling me jake from now on',b'change_user_name',b'start calling jake ',30, * start
550,83,"b""i 'd like to start calling you friend""",b'change_ai_name',b'd like start calling friend',30, * start
551,83,b'i want to change your name to shelby',b'change_ai_name',b'want change shelby',30, * start
552,83,b'i would like to start calling you heath',b'change_ai_name',b'like start calling heath',30, * start
553,83,b'start responding to joe',b'change_ai_name',b'start responding joe',30, * start
554,83,b'can you call me a different name',b'change_user_name',b'different ',30, * start
555,83,b'id like to change your name to max',b'change_ai_name',b'id like change max',30, * start
556,83,b'call me bob from now on',b'change_user_name',b'bob ',30, * start
557,83,b'please start calling me bob',b'change_user_name',b'start calling bob',30, * start
558,83,b'say my name',b'user_name',b'',30, * start
559,83,b'can i rename you bob',b'change_ai_name',b'rename bob',30, * start
560,83,b'please go ahead and change my name',b'change_user_name',b'ahead change ',30, * start
561,83,b'i want to hear my name',b'user_name',b'want hear ',30, * start
562,99,b'go back to the default settings please',b'reset_settings',b'default settings ',16,settings * factory
563,99,b'start over using factory setting',b'reset_settings',b'start factory setting',16,settings * factory
564,99,b'revert to the original configuration',b'reset_settings',b'revert original configuration',16,settings * factory
565,99,b'your factory settings need to be reset',b'reset_settings',b'factory settings need reset',16,settings * factory
566,99,b'can you return to the factory fresh settings',b'reset_settings',b'return factory fresh settings',16,settings * factory
567,99,b'adjust settings back to original factory settings immediately',b'reset_settings',b'adjust settings original factory settings immediately',16,settings * factory
568,99,b'please rely on your original settings',b'reset_settings',b'rely original settings',16,settings * factory
569,99,b'change back to the factory set up',b'reset_settings',b'change factory set ',16,settings * factory
570,99,b'restart your actions with the original settings you came with',b'reset_settings',b'restart actions original settings came ',16,settings * factory
571,99,b'can you reset your factory settings',b'reset_settings',b'reset factory settings',16,settings * factory
572,99,b'so please reset your factory settings',b'reset_settings',b'reset factory settings',16,settings * factory
573,99,"b'i would like you to change the settings back to factory default now , please'",b'reset_settings',b'like change settings factory default ',16,settings * factory
574,99,b'reset to your original settings',b'reset_settings',b'reset original settings',16,settings * factory
575,99,b'revert back to factory settings',b'reset_settings',b'revert factory settings',16,settings * factory
576,99,b'go back to factory settings',b'reset_settings',b'factory settings',16,settings * factory
577,99,b'revert to original settings',b'reset_settings',b'revert original settings',16,settings * factory
578,47,"b""i ca n't say for certain either way""",b'maybe',b'nt certain way',14,false * nt
579,47,b'the statement is false',b'no',b'statement false',14,false * nt
580,47,b'it is false',b'no',b'false',14,false * nt
581,47,b'that is the wrong answer',b'no',b'wrong answer',14,false * nt
582,47,b'that is so false',b'no',b'false',14,false * nt
583,47,"b""that ca n't be true""",b'no',b'nt true',14,false * nt
584,47,"b'no , definitely not'",b'no',b'definitely ',14,false * nt
585,47,"b""no that is n't right""",b'no',b'nt right',14,false * nt
586,47,b'that is incorrect',b'no',b'incorrect',14,false * nt
587,47,b'that has to be false',b'no',b'false',14,false * nt
588,47,"b""that 's a negatory""",b'no',b's negatory',14,false * nt
589,47,b'you got that wrong',b'no',b'got wrong',14,false * nt
590,47,b'that is most definitely false',b'no',b'definitely false',14,false * nt
591,47,"b""nope that 's not it""",b'no',b'nope s ',14,false * nt
592,82,b'can you tell me what health plan i am on',b'insurance',b'tell health plan ',21,health * plan
593,82,b'tell me the full name of my health plan',b'insurance',b'tell health plan',21,health * plan
594,82,b'how do my health benefits work',b'insurance',b'health benefits work',21,health * plan
595,82,b'do you know which insurance plan i have',b'insurance',b'know insurance plan ',21,health * plan
596,82,b'what health coverage do i have',b'insurance',b'health coverage ',21,health * plan
597,82,b'tell me my current health plan',b'insurance',b'tell current health plan',21,health * plan
598,82,b'what are the details on my health care plan',b'insurance',b'details health care plan',21,health * plan
599,82,b'what kind of insurance plan am i in',b'insurance',b'kind insurance plan ',21,health * plan
600,82,b'what are my health insurance benefits',b'insurance',b'health insurance benefits',21,health * plan
601,82,b'what are my benefits on the insurance',b'insurance',b'benefits insurance',21,health * plan
602,82,b'explain my health benefits',b'insurance',b'explain health benefits',21,health * plan
603,82,"b""i want to know what health plan i'm currently on""",b'insurance',b'want know health plan im currently ',21,health * plan
604,82,b'what sort of health benefits do i have',b'insurance',b'sort health benefits ',21,health * plan
605,82,"b'which health plan do i have , again'",b'insurance',b'health plan ',21,health * plan
606,82,b'what insurance plan am i enrolled in',b'insurance',b'insurance plan enrolled ',21,health * plan
607,82,"b""what 's the name of my health insurance plan""",b'insurance',b's health insurance plan',21,health * plan
608,82,b'what are the benefits associated with my insurance',b'insurance',b'benefits associated insurance',21,health * plan
609,82,"b""what 's my health insurance plan""",b'insurance',b's health insurance plan',21,health * plan
610,82,b'which insurance plan to i have',b'insurance',b'insurance plan ',21,health * plan
611,82,b'google find out what health plan i am under',b'insurance',b'google find health plan ',21,health * plan
612,82,b'which health plan am i currently enrolled in',b'insurance',b'health plan currently enrolled ',21,health * plan
613,86,b'can you spell fragile for me',b'spelling',b'spell fragile ',12,spell * 
614,86,"b""can you tell me how to spell the word schadenfreude , i do n't know how it 's spelt""",b'spelling',b'tell spell word schadenfreude  nt know s spelt',12,spell * 
615,86,b'do you know how to spell curiosity',b'spelling',b'know spell curiosity',12,spell * 
616,86,"b""i do n't know how to spell apoplectic , can you tell me""",b'spelling',b'nt know spell apoplectic  tell ',12,spell * 
617,86,b'can you spell out wonderful',b'spelling',b'spell wonderful',12,spell * 
618,86,"b""what 's the proper way to spell helicopter""",b'spelling',b's proper way spell helicopter',12,spell * 
619,86,b'i need to know the proper spelling of curiosity',b'spelling',b'need know proper spelling curiosity',12,spell * 
620,86,b'how do you spell montpelier',b'spelling',b'spell montpelier',12,spell * 
621,86,b'what is the proper spelling of corporate',b'spelling',b'proper spelling corporate',12,spell * 
622,86,b'spell aaron for me',b'spelling',b'spell aaron ',12,spell * 
623,86,b'how do you spell exactly',b'spelling',b'spell exactly',12,spell * 
624,86,b'how do you spell aaron',b'spelling',b'spell aaron',12,spell * 
625,12,"b""what 's the latest i can pay my cellular bill""",b'bill_due',b's latest pay cellular bill',36,bill * 
626,12,b'what was the date when i last go paid',b'payday',b'date paid',36,bill * 
627,12,b'make a reminder to pay the mortgage',b'reminder_update',b'reminder pay mortgage',36,bill * 
628,12,b'tell me when my water bill is due',b'bill_due',b'tell water bill ',36,bill * 
629,12,b'make a reminder to pay my cable bill today',b'reminder_update',b'reminder pay cable bill today',36,bill * 
630,12,b'how long until my paycheck shows up',b'payday',b'long paycheck shows ',36,bill * 
631,12,b'i know i should pay my electric bill',b'pay_bill',b'know pay electric bill',36,bill * 
632,12,"b'today my electric bill will be paid , or should be'",b'pay_bill',b'today electric bill paid  ',36,bill * 
633,12,b'is the bill due',b'bill_due',b'bill ',36,bill * 
634,12,b'when is the next payday i can look forward to',b'payday',b'payday look forward ',36,bill * 
635,12,b'can you tell me when my cable bill is due',b'bill_due',b'tell cable bill ',36,bill * 
636,12,b'i want to be reminded to pay the electric bill',b'reminder_update',b'want reminded pay electric bill',36,bill * 
637,12,b'how do i pay my electric bill',b'pay_bill',b'pay electric bill',36,bill * 
638,12,b'when did i last collect my salary',b'payday',b'collect salary',36,bill * 
639,12,b'what day of the month do i have to pay my mortgage',b'bill_due',b'day month pay mortgage',36,bill * 
640,12,b'when do i get my next pay check',b'payday',b'pay check',36,bill * 
641,12,"b""when is next month 's cable bill due""",b'bill_due',b'month s cable bill ',36,bill * 
642,12,b'when is my electric bill due by',b'bill_due',b'electric bill ',36,bill * 
643,12,b'i need to know when i get paid next',b'payday',b'need know paid ',36,bill * 
644,12,b'look up when my payday is supposed to be',b'payday',b'look payday supposed ',36,bill * 
645,12,"b""is there somewhere my personal loan displays the interest rate i'm paying on it""",b'interest_rate',b'personal loan displays interest rate im paying ',36,bill * 
646,12,"b'i think i owe about 100 left on my bills , am i forgetting anything'",b'bill_balance',b'think owe 100 left bills  forgetting ',36,bill * 
647,12,b'tell me the last day i can pay my gas bill',b'bill_due',b'tell day pay gas bill',36,bill * 
648,12,b'how long until my water bill is due',b'bill_due',b'long water bill ',36,bill * 
649,12,b'please tell me how to find out when my rent is due',b'bill_due',b'tell find rent ',36,bill * 
650,12,b'when is my cell phone due',b'bill_due',b'cell phone ',36,bill * 
651,12,b'my electric bill should be paid today',b'pay_bill',b'electric bill paid today',36,bill * 
652,12,b'when can i expect my paycheck',b'payday',b'expect paycheck',36,bill * 
653,12,b'where can i see the due date for auto loan bill',b'bill_due',b'date auto loan bill',36,bill * 
654,12,b'when is my paycheck arriving',b'payday',b'paycheck arriving',36,bill * 
655,12,b'when do i next get paid',b'payday',b'paid',36,bill * 
656,12,b'i need to know the price of my car payment and insurance please',b'bill_balance',b'need know price car payment insurance ',36,bill * 
657,12,b'can you tell me the date of my last check',b'payday',b'tell date check',36,bill * 
658,12,b'how much is due for my water bill',b'bill_balance',b'water bill',36,bill * 
659,12,b'when do i get my next paycheck',b'payday',b'paycheck',36,bill * 
660,12,b'i need to know where my due date is for my lawn bill',b'bill_due',b'need know date lawn bill',36,bill * 
661,18,b'flip a coin for me and i call heads',b'flip_coin',b'flip coin heads',31,roll * coin
662,18,b'can you do a coin flip for me ai',b'flip_coin',b'coin flip ai',31,roll * coin
663,18,"b""flip a coin and tell me if it 's heads""",b'flip_coin',b'flip coin tell s heads',31,roll * coin
664,18,"b'heads , coin flip'",b'flip_coin',b'heads  coin flip',31,roll * coin
665,18,b'what is the result when you roll a four sided die',b'roll_dice',b'result roll sided die',31,roll * coin
666,18,b'ai roll the dice',b'roll_dice',b'ai roll dice',31,roll * coin
667,18,b'roll a dice that has seven sides',b'roll_dice',b'roll dice seven sides',31,roll * coin
668,18,"b'ai pick up the dice , then drop it'",b'roll_dice',b'ai pick dice  drop ',31,roll * coin
669,18,b'flip a coin into the air',b'flip_coin',b'flip coin air',31,roll * coin
670,18,b'roll a die please',b'roll_dice',b'roll die ',31,roll * coin
671,18,b'flip a coin i choose heads',b'flip_coin',b'flip coin choose heads',31,roll * coin
672,18,"b""what 's the result of a 10 sided dice roll""",b'roll_dice',b's result 10 sided dice roll',31,roll * coin
673,18,b'can you roll a ten sided die and tell me the number',b'roll_dice',b'roll sided die tell number',31,roll * coin
674,18,b'i want you to flip a coin i choose heads',b'flip_coin',b'want flip coin choose heads',31,roll * coin
675,18,"b'flip a coin , heads'",b'flip_coin',b'flip coin  heads',31,roll * coin
676,18,b'can you roll a 10 sided dice for me',b'roll_dice',b'roll 10 sided dice ',31,roll * coin
677,18,"b'ai , please flip a simulated coin'",b'flip_coin',b'ai  flip simulated coin',31,roll * coin
678,18,b'simulate rolling a dice and tell me what it lands on',b'roll_dice',b'simulate rolling dice tell lands ',31,roll * coin
679,18,b'how much do you get when you roll an eight sided die',b'roll_dice',b'roll sided die',31,roll * coin
680,18,b'can you flip a coin for me',b'flip_coin',b'flip coin ',31,roll * coin
681,18,b'can you roll an eight sided die and tell me what it comes up as',b'roll_dice',b'roll sided die tell comes ',31,roll * coin
682,18,"b'flip a coin , i call heads !'",b'flip_coin',b'flip coin  heads ',31,roll * coin
683,18,"b'ai , flip a coin for me'",b'flip_coin',b'ai  flip coin ',31,roll * coin
684,18,b'roll a fourteen sided dice exactly',b'roll_dice',b'roll fourteen sided dice exactly',31,roll * coin
685,18,b'i need a dice roll for a six sided die',b'roll_dice',b'need dice roll sided die',31,roll * coin
686,18,b'can you simulate a dice roll',b'roll_dice',b'simulate dice roll',31,roll * coin
687,18,b'roll a six sided die for me and tell me the result',b'roll_dice',b'roll sided die tell result',31,roll * coin
688,18,b'can you fake roll a die for me',b'roll_dice',b'fake roll die ',31,roll * coin
689,18,"b'flip us a coin , i call heads'",b'flip_coin',b'flip coin  heads',31,roll * coin
690,18,b'can you roll a four sided die and tell me the result',b'roll_dice',b'roll sided die tell result',31,roll * coin
691,18,b'roll a 9 sided dice',b'roll_dice',b'roll 9 sided dice',31,roll * coin
692,2,b'what do i do now that my battery is dead',b'jump_start',b'battery dead',30,car * need
693,2,b'make a call for me to the vet',b'make_call',b'vet',30,car * need
694,2,b'what can i do to jump start my car',b'jump_start',b'jump start car',30,car * need
695,2,b'i wanna know how to jump start my car',b'jump_start',b'wanna know jump start car',30,car * need
696,2,b'what is the process for jump starting my car',b'jump_start',b'process jump starting car',30,car * need
697,2,b'i need to make a call',b'make_call',b'need ',30,car * need
698,2,b'use phone to call alexa',b'make_call',b'use phone alexa',30,car * need
699,2,b'how do i get to the airport by foot',b'directions',b'airport foot',30,car * need
700,2,b'how do i get to the train by foot',b'directions',b'train foot',30,car * need
701,2,b'i need to call my boss',b'make_call',b'need boss',30,car * need
702,2,b'i gotta jump start my car',b'jump_start',b'gotta jump start car',30,car * need
703,2,b'i have to use the phone to make a call',b'make_call',b'use phone ',30,car * need
704,2,b'i need you to phone sal',b'make_call',b'need phone sal',30,car * need
705,2,b'place my order alexa',b'order',b'place order alexa',30,car * need
706,2,b'i need to call my friend',b'make_call',b'need friend',30,car * need
707,2,b'call sal',b'make_call',b'sal',30,car * need
708,2,b'what should i do now that my car battery is dead',b'jump_start',b'car battery dead',30,car * need
709,2,b'please make a call to stefan larson',b'make_call',b'stefan larson',30,car * need
710,2,b'how do i get downtown by foot',b'directions',b'downtown foot',30,car * need
711,2,b'x needs to be called by me',b'make_call',b'x needs called ',30,car * need
712,2,b'what do i need to do to get my car jump started',b'jump_start',b'need car jump started',30,car * need
713,2,b'i need to call my coworker',b'make_call',b'need coworker',30,car * need
714,2,"b'can you give me instructions on how to jump start my car , please'",b'jump_start',b'instructions jump start car  ',30,car * need
715,2,b'call mom',b'make_call',b'mom',30,car * need
716,2,b'tell me later to call bill',b'reminder_update',b'tell later bill',30,car * need
717,2,b'what do i need to do now that my battery is dead',b'jump_start',b'need battery dead',30,car * need
718,2,b'i need you to call the phone company for me',b'make_call',b'need phone company ',30,car * need
719,2,b'what should i do to get my car jump started',b'jump_start',b'car jump started',30,car * need
720,2,b'can i make a phone call',b'make_call',b'phone ',30,car * need
721,2,b'what do i do if my car battery died',b'jump_start',b'car battery died',30,car * need
722,72,b'i want to change the oil in my car but i do not know how to do it can you help',b'oil_change_how',b'want change oil car know help',33,oil * change
723,72,b'i last got my oil changed when',b'last_maintenance',b'got oil changed ',33,oil * change
724,72,"b'is it possible to change oil , if so how and what do i use'",b'oil_change_how',b'possible change oil  use',33,oil * change
725,72,b'when will my oil change be due for this car',b'oil_change_when',b'oil change car',33,oil * change
726,72,b'what day did i last have the oil in my car changed',b'last_maintenance',b'day oil car changed',33,oil * change
727,72,b'can you recommend for me when to next get my oil changed',b'oil_change_when',b'recommend oil changed',33,oil * change
728,72,b'what is the next date for which i can get an oil change appointment',b'schedule_maintenance',b'date oil change appointment',33,oil * change
729,72,b'when will i need my next oil change',b'oil_change_when',b'need oil change',33,oil * change
730,72,b'when does this car need oil changes',b'oil_change_when',b'car need oil changes',33,oil * change
731,72,"b'i need to make an appointment for an oil change , please'",b'schedule_maintenance',b'need appointment oil change  ',33,oil * change
732,72,b'what is the recommended interval to get my oil changed',b'oil_change_when',b'recommended interval oil changed',33,oil * change
733,72,b'what oil do i use when changing oil and how do i do it',b'oil_change_how',b'oil use changing oil ',33,oil * change
734,72,b'how long until my next oil change',b'oil_change_when',b'long oil change',33,oil * change
735,72,b'help me change my oil',b'oil_change_how',b'help change oil',33,oil * change
736,72,"b""when should i get my car 's oil changed next""",b'oil_change_when',b'car s oil changed ',33,oil * change
737,72,b'find out for me when my car is next due for an oil change',b'oil_change_when',b'find car oil change',33,oil * change
738,72,b'when is my car due for its next oil change',b'oil_change_when',b'car oil change',33,oil * change
739,72,b'can you teach me how to change my oil in my car',b'oil_change_how',b'teach change oil car',33,oil * change
740,72,b'what are the manufacturers guidance on oil changes',b'oil_change_when',b'manufacturers guidance oil changes',33,oil * change
741,72,b'i want to know how to change my oil',b'oil_change_how',b'want know change oil',33,oil * change
742,72,b'when is the next time i should change my oil',b'oil_change_when',b'time change oil',33,oil * change
743,72,b'how soon until i will need to get my oil changed',b'oil_change_when',b'soon need oil changed',33,oil * change
744,72,b'figure out when my car will next need an oil change',b'oil_change_when',b'figure car need oil change',33,oil * change
745,72,b'give me instructions for an oil change',b'oil_change_how',b'instructions oil change',33,oil * change
746,72,b'i need guidance on changing my oil',b'oil_change_how',b'need guidance changing oil',33,oil * change
747,72,b'how do i do an oil change',b'oil_change_how',b'oil change',33,oil * change
748,72,b'i want a step by step explanation of how to change the oil in my car',b'oil_change_how',b'want step step explanation change oil car',33,oil * change
749,72,b'can you tell me how to change my oil and what kind i use',b'oil_change_how',b'tell change oil kind use',33,oil * change
750,72,"b""what 's my oil change status""",b'oil_change_when',b's oil change status',33,oil * change
751,72,b'tell me when my last oil change was',b'last_maintenance',b'tell oil change ',33,oil * change
752,72,b'what oil should i use for an oil change and how do i do it',b'oil_change_how',b'oil use oil change ',33,oil * change
753,72,b'find out the next available date and time i can go to get my oil changed please',b'schedule_maintenance',b'find available date time oil changed ',33,oil * change
754,72,b'do i need to change my oil soon',b'oil_change_when',b'need change oil soon',33,oil * change
755,92,"b'talk to you soon , bye !'",b'goodbye',b'talk soon  bye ',13, * bye
756,92,b'hey there',b'greeting',b'hey ',13, * bye
757,92,b'goodbye',b'goodbye',b'goodbye',13, * bye
758,92,b'catch you later',b'goodbye',b'catch later',13, * bye
759,92,"b'have a good day , bye'",b'goodbye',b'good day  bye',13, * bye
760,92,"b'i enjoyed talking to you , bye'",b'goodbye',b'enjoyed talking bye',13, * bye
761,92,b'signing off',b'goodbye',b'signing ',13, * bye
762,92,b'hello there ai',b'greeting',b'hello ai',13, * bye
763,92,b'ok good chatting goodbye',b'goodbye',b'ok good chatting goodbye',13, * bye
764,92,"b'enjoy your day , goodbye'",b'goodbye',b'enjoy day  goodbye',13, * bye
765,92,b'bye',b'goodbye',b'bye',13, * bye
766,92,"b'hello there , good morning'",b'greeting',b'hello good morning',13, * bye
767,92,b'see you later',b'goodbye',b'later',13, * bye
768,33,b'do i have any meetings between 1 and 8 pm',b'meeting_schedule',b'meetings 1 8 pm',24,meeting * meetings
769,33,b'check the start time of the meeting scheduled for today',b'meeting_schedule',b'check start time meeting scheduled today',24,meeting * meetings
770,33,b'what meeting rooms are available for meeting 5pm friday',b'schedule_meeting',b'meeting rooms available meeting 5pm friday',24,meeting * meetings
771,33,b'can you check if meeting rooms are available between 4 and 5',b'schedule_meeting',b'check meeting rooms available 4 5',24,meeting * meetings
772,33,b'would you please schedule a meeting room for 4 00 on thursday',b'schedule_meeting',b'schedule meeting room 4 00 thursday',24,meeting * meetings
773,33,b'can you book a meeting room for friday at 9 00 am',b'schedule_meeting',b'book meeting room friday 9 00 ',24,meeting * meetings
774,33,b'walk me through the process of scheduling a meeting',b'schedule_meeting',b'walk process scheduling meeting',24,meeting * meetings
775,33,b'when is my meeting with invoicing scheduled',b'meeting_schedule',b'meeting invoicing scheduled',24,meeting * meetings
